old,new,isSyntactic,Hamming,Reversed Hamming,Levenshtein,OSA,Jaro,Jaro-Winkler,LCS,Jaccard,NGram,Cosine,Sørensen–Dice
confirma clicando no botao 'Sim',confirma delecao,1,0.71875,0.96875,0.625,0.625,0.26488095238095244,0.18182663690476186,0.59375,0.33333333333333337,0.640625,0.18677971550060224,0.55
noficica usuario de que Terminal foi deletado com sucesso.,notifica que o Terminal foi excluido com sucesso,1,0.8103448275862069,0.9655172413793104,0.3448275862068966,0.3448275862068966,0.22053556555055798,0.21293089087640082,0.31034482758620685,0.11111111111111116,0.37643678160919536,0.03697291034559558,0.34883720930232553
Entra na tela de Edição de Parametros do Engine,entra na tela de Edição de Parametros do Engine,1,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.12288004933703356,0.12288004933703356,0.021276595744680882,0.0,0.04432624113475177,0.007319350326310703,0.01449275362318836
apresenta uma tela com os Parâmetros do Engine com os valores atuais,apresenta uma tela com os Parametros do Engine com os valores atuais,1,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.09935616037459749,0.05698368021484268,0.014705882352941124,0.052631578947368474,0.014705882352941176,0.003234937641417246,0.04166666666666663
Entra na tela de Edicao de Parametros do NFe Reader,entra na tela de Edição de Parametros do NFe Reader,1,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.060049019607843146,0.060049019607843146,0.05882352941176472,0.1578947368421053,0.08006535947712418,0.017241379310344862,0.11111111111111116
apresenta uma tela com os Parâmetros do NFe Reader com os valores atuais,apresenta uma tela com os Parametros do NFe Reader com os valores atuais,1,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.10315597287428269,0.0616070393554744,0.01388888888888884,0.050000000000000044,0.013888888888888888,0.0027232106576458026,0.039215686274509776
modifica valores de parâmetros e clica em Atualizar,modifica valores de paremetros e clica em Atualizar,1,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0664052287581699,0.03645777265154426,0.019607843137254943,0.05555555555555558,0.0196078431372549,0.006005029849633248,0.027027027027026973
Clicar na opcao 'Pedidos' no menu da tela principal,clica na opcao 'Pedidos' no menu da tela principal,1,0.9215686274509803,0.11764705882352941,0.0392156862745098,0.0392156862745098,0.05715352807789775,0.05375216753368006,0.039215686274509776,0.05882352941176472,0.08006535947712418,0.010327299156675407,0.06329113924050633
clica em algum contador de 'Conferência' na secao de 'Notas',clica em algum contador de 'Conferencia' na secao de 'Notas',1,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.059133709981167626,0.024400502197112317,0.01666666666666672,0.052631578947368474,0.016666666666666666,0.004688916672092813,0.045454545454545414
clica em algum contador de 'Ocorrências' na secao de 'Notas',clica em algum contador de 'Ocorrencias' na secao de 'Notas',1,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.06195856873822991,0.027881355932203422,0.01666666666666672,0.05555555555555558,0.016666666666666666,0.004732876070865921,0.04878048780487809
digita ocorrencia e clica em 'Confirmar',digita Ocorrencia e clica em 'Confirmar',1,0.025,0.025,0.025,0.025,0.025213675213675235,0.020801282051282066,0.025000000000000022,0.0625,0.025,0.009172693883495175,0.06060606060606055
nao insere a descricao da ocorrencia e clica no botao de 'Salvar',nao insere a descricao da ocorrencia e clica no botao de 'Registrar',1,0.14705882352941177,0.8529411764705882,0.10294117647058823,0.10294117647058823,0.060291026877333564,0.008866327481960812,0.1029411764705882,0.23529411764705888,0.10294117647058823,0.018051405023106426,0.13978494623655913
insere descricao valida para Ocorrencia e clica no botao 'Salvar',insere descricao valida para Ocorrencia e clica no botao 'Registrar',1,0.14705882352941177,0.8529411764705882,0.10294117647058823,0.10294117647058823,0.060291026877333564,0.008866327481960812,0.1029411764705882,0.1578947368421053,0.10294117647058823,0.018266723505582894,0.10204081632653061
Clicar na opcao 'Compatibilidade' no menu da tela principal,clica na opcao 'Compatibilidade' no menu da tela principal,1,0.9322033898305084,0.1016949152542373,0.03389830508474576,0.03389830508474576,0.034590421114153,0.034590421114153,0.03389830508474578,0.0,0.0692090395480226,0.007023038084113198,0.05882352941176472
clica no botao Voltar,clica no botao 'Voltar',1,0.34782608695652173,1.0,0.08695652173913043,0.08695652173913043,0.02898550724637683,0.010081915563957211,0.08695652173913049,0.09090909090909094,0.13043478260869565,0.04446691409409087,0.11764705882352944
clica no botao Cancelar,clica no botao 'Cancelar',1,0.4,1.0,0.08,0.08,0.026666666666666727,0.010666666666666713,0.07999999999999996,0.08333333333333337,0.12,0.03923107716947705,0.10526315789473684
preenche dados obrigatorios e clica em Atualizar,preenche dados obrigatorios e clica em 'Atualizar',1,0.22,0.96,0.04,0.04,0.013333333333333308,0.0029333333333333433,0.040000000000000036,0.050000000000000044,0.06,0.014815633856221977,0.05128205128205132
preenche um Tipo de Mercadoria valido e clica em Atualizar,preenche um Tipo de Mercadoria valido e clica em 'Atualizar',1,0.18333333333333332,0.9833333333333333,0.03333333333333333,0.03333333333333333,0.011111111111111072,0.0020370370370370594,0.033333333333333326,0.050000000000000044,0.05,0.010416950731792496,0.045454545454545414
preenche um NCM valido e clica em Atualizar,preenche um NCM valido e clica em 'Atualizar',1,0.24444444444444444,0.9777777777777777,0.044444444444444446,0.044444444444444446,0.014814814814814725,0.0036213991769546983,0.0444444444444444,0.04761904761904767,0.06666666666666667,0.021054989627438903,0.06060606060606055
clica no opcao 'E-commerces' no menu principal,clica no opcao 'Ecommerces' no menu principal,1,0.6086956521739131,0.391304347826087,0.021739130434782608,0.021739130434782608,0.007246376811594235,0.0045683679899181096,0.021739130434782594,0.06666666666666665,0.043478260869565216,0.0036297760428577464,0.04347826086956519
exibe a tela com a lista de E-commerces cadastrados no sistema,exibe a tela com a lista de Ecommerces cadastrados no sistema,1,0.5161290322580645,0.4838709677419355,0.016129032258064516,0.016129032258064516,0.005376344086021501,0.00286160249739853,0.016129032258064502,0.0625,0.03225806451612903,0.0020512842113266094,0.03703703703703709
clica em um dos E-commerces listados,clica em um dos Ecommerces listados,1,0.5,0.5,0.027777777777777776,0.027777777777777776,0.00925925925925919,0.004886831275720094,0.02777777777777779,0.0714285714285714,0.05555555555555555,0.005763736767544381,0.05660377358490565
exibe tela com informacões de E-commerce,exibe tela com informacões de Ecommerce,1,0.2,0.8,0.025,0.025,0.008333333333333304,0.00187499999999996,0.025000000000000022,0.05555555555555558,0.05,0.004434611651310982,0.049180327868852514
clica no botao Voltar,clica no botao 'Voltar',1,0.34782608695652173,1.0,0.08695652173913043,0.08695652173913043,0.02898550724637683,0.010081915563957211,0.08695652173913049,0.09090909090909094,0.13043478260869565,0.04446691409409087,0.11764705882352944
clica no botao Cancelar de registro de operador,clica no botao 'Cancelar' de registro de operador,1,0.6938775510204082,0.5102040816326531,0.04081632653061224,0.04081632653061224,0.013605442176870763,0.009440510898236831,0.04081632653061229,0.0625,0.08163265306122448,0.013072457560346584,0.08108108108108103
informa que o campo é obrigatorio,informa que o campo e obrigatorio,1,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.02020202020202022,0.007958371594735225,0.030303030303030276,0.0625,0.030303030303030304,0.012579117093425185,0.061224489795918324
Clicar na opcao 'Compatibildiade' no menu da tela principal,clica na opcao 'Compatibilidades' no menu da tela principal,1,0.4576271186440678,0.4576271186440678,0.0847457627118644,0.0847457627118644,0.045990682921994264,0.045990682921994264,0.05084745762711862,0.05882352941176472,0.1370056497175141,0.009334978268518812,0.13636363636363635
exibe a tela de listagem das Compatibilidades,apresenta uma listagem dos Compatibilidades cadastrados no sistema,1,0.9545454545454546,0.9242424242424242,0.5454545454545454,0.5454545454545454,0.3225589225589225,0.31849388190851613,0.48484848484848486,0.2777777777777778,0.5833333333333334,0.10093758244767115,0.33333333333333337
clica em Compatibilidade listada,clica em algum dos Compatibilidades listados,1,0.75,0.9318181818181818,0.29545454545454547,0.29545454545454547,0.20028409090909083,0.1551738980716253,0.2954545454545454,0.1333333333333333,0.3125,0.06248257598349449,0.22807017543859653
exibe a tela de edicao de Compatibilidade,abre a tela de edicao de Compatibilidade,1,1.0,0.0975609756097561,0.0975609756097561,0.0975609756097561,0.20333761232349168,0.19895164741121096,0.07317073170731703,0.1428571428571429,0.13414634146341464,0.01715695931928496,0.10344827586206895
clica em botao 'Deletar',clica no botao de 'Excluir',1,0.5185185185185185,0.7407407407407407,0.4074074074074074,0.4074074074074074,0.22222222222222232,0.16563786008230463,0.37037037037037035,0.4117647058823529,0.4166666666666667,0.18604651162790686,0.55
abre popup de confirmacao de delecao,exibe popup pedindo Confirmacao de delecao,1,0.9761904761904762,0.4523809523809524,0.2619047619047619,0.2619047619047619,0.2507215007215008,0.2507215007215008,0.23809523809523814,0.125,0.30952380952380953,0.053175087987509806,0.29824561403508776
confirma que deseja deletar clicando em 'Sim',confirma delecao,1,0.8,1.0,0.6444444444444445,0.6444444444444445,0.2773148148148148,0.22185185185185186,0.6444444444444444,0.38888888888888884,0.6722222222222223,0.10557280900008403,0.52
notifica usuario que os nova Compatibilidade foi deletada com sucesso,notifica que o Compatibilidade foi excluido com sucesso,1,0.8405797101449275,0.4927536231884058,0.30434782608695654,0.30434782608695654,0.2120574075455126,0.18166326387605414,0.2753623188405797,0.15000000000000002,0.32608695652173914,0.04356782193527253,0.28421052631578947
lista o conjunto de ecommerce cadastrados no sistema,apresenta uma listagem dos Ecommerces cadastrados no sistema,1,0.9833333333333333,0.5666666666666667,0.35,0.35,0.27094017094017087,0.2673940716493908,0.33333333333333337,0.23529411764705888,0.42083333333333334,0.06142144660374382,0.33333333333333337
clica em um dos ecommerce listados,clica em algum dos Ecommerces listados,1,0.7105263157894737,0.7368421052631579,0.13157894736842105,0.13157894736842105,0.13952215655002043,0.10262310246015638,0.13157894736842102,0.1428571428571429,0.18421052631578946,0.030858162833847347,0.2222222222222222
apresenta tela de edicao de Ecommerce,abre a tela de edicao de Ecommerce,1,0.8108108108108109,0.21621621621621623,0.13513513513513514,0.13513513513513514,0.12715288818229986,0.12371632363683227,0.1351351351351351,0.2666666666666667,0.15765765765765766,0.023228105782453823,0.1785714285714286
clica em botao de 'Remover' na tela de edicao,clica no botao de 'Excluir',1,0.5777777777777777,0.9777777777777777,0.5777777777777777,0.5777777777777777,0.2775630703166936,0.2342744677044194,0.5777777777777777,0.33333333333333337,0.5611111111111111,0.23304842209325516,0.5384615384615384
exibe popup de confirmacao,exibe popup pedindo Confirmacao de delecao,1,0.6904761904761905,0.9285714285714286,0.42857142857142855,0.42857142857142855,0.1782661782661782,0.12733298447584152,0.4285714285714286,0.125,0.44047619047619047,0.055129977178445366,0.2592592592592593
confirma delecao de Ecommerce,confirma delecao,1,0.4482758620689655,0.9310344827586207,0.4482758620689655,0.4482758620689655,0.14942528735632177,0.06698374950455799,0.4482758620689655,0.08333333333333337,0.4482758620689655,0.06718849719186726,0.2432432432432432
noficica usuario de que Ecommerce foi deletado com sucesso.,notifica que o Ecommerce foi excluido com sucesso,1,0.7966101694915254,0.9491525423728814,0.3389830508474576,0.3389830508474576,0.223246023977568,0.21567836214781988,0.30508474576271183,0.11111111111111116,0.3700564971751412,0.033267167104436335,0.36585365853658536
lista o conjunto de termianis cadastrados no sistema,apresenta uma listagem dos Terminais cadastrados no sistema,1,0.9661016949152542,0.4915254237288136,0.3728813559322034,0.3728813559322034,0.25321221397124116,0.24958902556544416,0.3389830508474576,0.23529411764705888,0.4279661016949153,0.06122207624618714,0.4025974025974026
clica em um dos terminais listados,clica em algum dos Terminais listados,1,0.7297297297297297,0.2972972972972973,0.10810810810810811,0.10810810810810811,0.14179955356425944,0.10348576644284124,0.10810810810810811,0.1333333333333333,0.13513513513513514,0.028140938500275103,0.16000000000000003
apresenta tela de edicao de Terminal,abre a tela de edicao de Terminal,1,0.8055555555555556,0.2222222222222222,0.1388888888888889,0.1388888888888889,0.0987563810144455,0.09601314820848872,0.13888888888888884,0.19999999999999996,0.16203703703703703,0.025317921521163966,0.18518518518518523
exibe popup de confirmacao,exibe popup pedindo Confirmacao de delecao,1,0.6904761904761905,0.9285714285714286,0.42857142857142855,0.42857142857142855,0.1782661782661782,0.12733298447584152,0.4285714285714286,0.125,0.44047619047619047,0.055129977178445366,0.2592592592592593
confirma clicando no botao 'Sim',confirma delecao,1,0.71875,0.96875,0.625,0.625,0.26488095238095244,0.18182663690476186,0.59375,0.33333333333333337,0.640625,0.18677971550060224,0.55
noficica usuario de que Terminal foi deletado com sucesso.,notifica que o Terminal foi excluido com sucesso,1,0.8103448275862069,0.9655172413793104,0.3448275862068966,0.3448275862068966,0.22053556555055798,0.21293089087640082,0.31034482758620685,0.11111111111111116,0.37643678160919536,0.03697291034559558,0.34883720930232553
Entra na tela de Edição de Parametros do Engine,entra na tela de Edição de Parametros do Engine,1,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.12288004933703356,0.12288004933703356,0.021276595744680882,0.0,0.04432624113475177,0.007319350326310703,0.01449275362318836
apresenta uma tela com os Parâmetros do Engine com os valores atuais,apresenta uma tela com os Parametros do Engine com os valores atuais,1,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.09935616037459749,0.05698368021484268,0.014705882352941124,0.052631578947368474,0.014705882352941176,0.003234937641417246,0.04166666666666663
Entra na tela de Edicao de Parametros do NFe Reader,entra na tela de Edição de Parametros do NFe Reader,1,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.060049019607843146,0.060049019607843146,0.05882352941176472,0.1578947368421053,0.08006535947712418,0.017241379310344862,0.11111111111111116
apresenta uma tela com os Parâmetros do NFe Reader com os valores atuais,apresenta uma tela com os Parametros do NFe Reader com os valores atuais,1,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.10315597287428269,0.0616070393554744,0.01388888888888884,0.050000000000000044,0.013888888888888888,0.0027232106576458026,0.039215686274509776
modifica valores de parâmetros e clica em Atualizar,modifica valores de paremetros e clica em Atualizar,1,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0664052287581699,0.03645777265154426,0.019607843137254943,0.05555555555555558,0.0196078431372549,0.006005029849633248,0.027027027027026973
Clicar na opcao 'Pedidos' no menu da tela principal,clica na opcao 'Pedidos' no menu da tela principal,1,0.9215686274509803,0.11764705882352941,0.0392156862745098,0.0392156862745098,0.05715352807789775,0.05375216753368006,0.039215686274509776,0.05882352941176472,0.08006535947712418,0.010327299156675407,0.06329113924050633
clica em algum contador de 'Conferência' na secao de 'Notas',clica em algum contador de 'Conferencia' na secao de 'Notas',1,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.059133709981167626,0.024400502197112317,0.01666666666666672,0.052631578947368474,0.016666666666666666,0.004688916672092813,0.045454545454545414
clica em algum contador de 'Ocorrências' na secao de 'Notas',clica em algum contador de 'Ocorrencias' na secao de 'Notas',1,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.06195856873822991,0.027881355932203422,0.01666666666666672,0.05555555555555558,0.016666666666666666,0.004732876070865921,0.04878048780487809
digita ocorrencia e clica em 'Confirmar',digita Ocorrencia e clica em 'Confirmar',1,0.025,0.025,0.025,0.025,0.025213675213675235,0.020801282051282066,0.025000000000000022,0.0625,0.025,0.009172693883495175,0.06060606060606055
nao insere a descricao da ocorrencia e clica no botao de 'Salvar',nao insere a descricao da ocorrencia e clica no botao de 'Registrar',1,0.14705882352941177,0.8529411764705882,0.10294117647058823,0.10294117647058823,0.060291026877333564,0.008866327481960812,0.1029411764705882,0.23529411764705888,0.10294117647058823,0.018051405023106426,0.13978494623655913
insere descricao valida para Ocorrencia e clica no botao 'Salvar',insere descricao valida para Ocorrencia e clica no botao 'Registrar',1,0.14705882352941177,0.8529411764705882,0.10294117647058823,0.10294117647058823,0.060291026877333564,0.008866327481960812,0.1029411764705882,0.1578947368421053,0.10294117647058823,0.018266723505582894,0.10204081632653061
exibe página que requisita dados do terminal,exibe pagina que requisita dados do terminal,1,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.15081042988019722,0.12355852392850286,0.022727272727272707,0.05555555555555558,0.022727272727272728,0.008161191584128868,0.06451612903225812
exibe mensagem informando houve erro na conexão com o servidor e pergunta se usuário deseja fazer a extração em modo offline,exibe mensagem informando que houve erro na conexão com o servidor e pergunta se usuario deseja fazer a extração em modo offline,1,0.7734375,0.2265625,0.0390625,0.0390625,0.13359518423813277,0.10537888601699774,0.0390625,0.07692307692307687,0.04296875,0.0022405160256374623,0.053254437869822535
seleciona o botão 'Create Customer'| situado no lado direito inferior da tela,seleciona o botão 'Create Customer',1,0.5454545454545454,0.987012987012987,0.5454545454545454,0.5454545454545454,0.18181818181818177,0.09917355371900827,0.5454545454545454,0.1578947368421053,0.5454545454545454,0.08206088794171695,0.27710843373493976
seleciona opção 'Customers' no menu Settings,seleciona opcao 'Customers' no menu Settings,1,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.030303030303030276,0.02203856749311295,0.045454545454545414,0.10526315789473684,0.045454545454545456,0.016667833964366663,0.07042253521126762
exibe página com campos de cadastro de novo cliente,exibe pagina com campos de cadastro de novo cliente,1,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.08973856209150333,0.07454568755606816,0.019607843137254943,0.05555555555555558,0.0196078431372549,0.006434819134284453,0.05128205128205132
preenche corretamente os campos 'Name'| 'Key File' e 'Country' e pressiona o botão 'Create',preenche corretamente os campos 'Name'| 'Key File' e 'Country' e pressiona o botao 'Create' ,1,0.021739130434782608,0.967391304347826,0.021739130434782608,0.021739130434782608,0.02387234343756084,0.0028722380329185837,0.021739130434782594,0.04347826086956519,0.021739130434782608,0.001969285982415858,0.01666666666666672
seleciona opção 'Customers' no menu Settings,seleciona opcao 'Customers' no menu Settings,1,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.030303030303030276,0.02203856749311295,0.045454545454545414,0.10526315789473684,0.045454545454545456,0.016667833964366663,0.07042253521126762
clica no botão 'Cancel',clica no botao 'Cancel',1,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.06686429512516467,0.02835538752362954,0.04347826086956519,0.08333333333333337,0.043478260869565216,0.02270084602326783,0.11111111111111116
exibe mensagem informando que os dados não correspondem a formatação esperada,exibe mensagem informando que os dados nao correspondem a formatação esperada,1,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.03278081567555258,0.014698049728808393,0.012987012987012991,0.0,0.012987012987012988,0.002450302763023382,0.02970297029702973
Cancela criação,Cancela criacao,1,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0888888888888889,0.01777777777777778,0.1333333333333333,0.18181818181818177,0.08333333333333333,0.05777704819448881,0.19999999999999996
clica no botão 'Edit',clica no botao 'Edit',1,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.031746031746031744,0.013605442176870763,0.04761904761904767,0.08333333333333337,0.047619047619047616,0.029857499854668124,0.11764705882352944
